time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
6600,2022-05-13 16:28:18,-34.4376625610693,-59.0521549336561,0,,,89.378347348296,0.656168,0,0.052668308772,0.258516740556,17,10,25.14,89.378347348296,0,0,0.052668308772,0,0,0,239.2, 1.2, 1,0,0,1024,1024,1024,1024,0,0,0,0,242.3,-1.2,0,98,,,,,,,2.176,78.08,89.378347348296,0,10,Assisted_Takeoff,
6700,2022-05-13 16:28:18,-34.4376625573465,-59.0521549193115,0,,,89.378347348296,0.656168,0,0.048778544868,0.263041675084,17,10,25.14,89.378347348296,0,0,0.052668308772,0,0,0,239.2, 1.2, 1,0,0,1024,1024,1024,1024,0,0,0,0,242.3,-1.2,0,98,,,,,,,2.176,78.08,89.378347348296,0,10,Assisted_Takeoff,
6800,2022-05-13 16:28:18,-34.4376625735729,-59.0521549285386,0,,,89.378347348296,0.656168,0,0.05511155032,0.269580717288,17,10,25.14,89.378347348296,0,0,0.05511155032,0,0,0,239.2, 1.2, 1,0,0,1024,1024,1024,1024,0,0,0,0,242.3,-1.2,0,98,,,,,,,2.176,78.08,89.378347348296,0,10,Assisted_Takeoff,
6900,2022-05-13 16:28:18,-34.4376625870893,-59.0521549371895,0,,,89.378347348296,0.656168,0,0.0605971148,0.275157161036,17,10,25.14,89.378347348296,0,0,0.0605971148,0,0,0,239.2, 1.2, 1,0,0,1024,1024,1024,1024,0,0,0,0,242.4,-1.2,0,98,,,,,,,2.176,78.08,89.378347348296,0,10,Assisted_Takeoff,
7000,2022-05-13 16:28:18,-34.4376625886053,-59.0521549365015,0,,,89.378347348296,0.656168,0,0.06091043502,0.275747712236,17,10,25.14,89.378347348296,0,0,0.06091043502,0,0,0,239.2, 1.2, 1,0,0,1024,1024,1030,1024,0,0,1,0,242.3,-1.2,0,98,,,,,,,2.176,78.08,89.378347348296,0,10,Assisted_Takeoff,
7100,2022-05-13 16:28:18,-34.4376625964292,-59.0521549480992,0,,,89.378347348296,0.656168,0,0.065302823612,0.280256242564,17,10,25.14,89.378347348296,0,0,0.065302823612,0,0,0,239.2, 1.2, 1,0,0,1024,1024,1046,1024,0,0,3,0,242.3,-1.2,0,98,,,,,,,2.176,78.08,89.378347348296,0,10,Assisted_Takeoff,
7200,2022-05-13 16:28:19,-34.4376626033114,-59.0521549600786,0,,,89.378347348296,0.656168,0,0.069515750256,0.284649287324,17,10,25.14,89.378347348296,0,0,0.069515750256,0,0,0,239.2, 1.2, 1,0,0,1024,1024,1060,1024,0,0,5,0,242.4,-1.2,0,98,,,,,,,2.176,78.08,89.378347348296,0,10,Assisted_Takeoff,
7300,2022-05-13 16:28:19,-34.437662606428,-59.052154966675,0,,,89.378347348296,0.656168,0,0.071655842188,0.286936688972,17,10,25.14,89.378347348296,0,0,0.071655842188,0,0,0,239.2, 1.2, 1,0,0,1024,1024,1117,1024,0,0,14,0,242.3,-1.2,0,98,,,,,,,2.176,78.08,89.378347348296,0,10,Assisted_Takeoff,
7400,2022-05-13 16:28:19,-34.4376625660787,-59.0521549472482,0,,,89.378347348296,0.656168,0,0.056823492632,0.302776256408,17,10,25.14,89.378347348296,0,0,0.071655842188,0,0,0,239.2, 1.2, 1,0,0,1024,1024,1024,1024,0,0,0,0,242.3,-1.2,0,98,,,,,,,2.176,78.08,89.378347348296,0,10,Assisted_Takeoff,
7500,2022-05-13 16:28:19,-34.4376625702682,-59.0521549513608,0,,,89.378347348296,0.656168,0,0.058780513692,0.304743119988,17,10,25.14,89.378347348296,0,0,0.071655842188,0,0,0,239.2, 1.2, 1,0,0,1024,1024,1024,1024,0,0,0,0,242.4,-1.2,0,98,,,,,,,2.176,78.08,89.378347348296,0,10,Assisted_Takeoff,
7600,2022-05-13 16:28:19,-34.4376625745027,-59.0521549526069,0,,,89.378347348296,0.656168,0,0.060148623972,0.306332686968,17,10,25.14,89.378347348296,0,0,0.071655842188,0,0,0,239.2, 1.2, 1,0,0,1024,1024,1024,1024,0,0,0,0,242.4,-1.2,0,98,,,,,,,2.176,78.08,89.378347348296,0,10,Assisted_Takeoff,
7700,2022-05-13 16:28:19,-34.4376625504493,-59.0521549324092,0,,,89.378347348296,0.656168,0,0.0496391092,0.317007556076,17,10,25.14,89.378347348296,0,0,0.071655842188,0,0,0,239.2, 1.2, 1,0,0,1024,1024,1024,1024,0,0,0,0,242.4,-1.2,0,98,,,,,,,2.176,78.08,89.378347348296,0,10,Assisted_Takeoff,
7800,2022-05-13 16:28:19,-34.437662560919,-59.0521549420684,0,,,89.378347348296,0.656168,0,0.054390093604,0.32180775308,17,10,25.14,89.378347348296,0,0,0.071655842188,0,0,0,239.2, 1.2, 1,0,0,1024,1024,1024,1024,0,0,0,0,242.4,-1.2,0,98,,,,,,,2.176,78.08,89.378347348296,0,10,Assisted_Takeoff,
7900,2022-05-13 16:28:19,-34.4376625674224,-59.0521549479702,0,,,89.378347348296,0.656168,0,0.057324804984,0.324771335852,17,10,25.146,89.378347348296,0,0,0.071655842188,0,0,0,239.2, 1.2, 1,0,0,1024,1024,1054,1024,0,0,5,0,242.4,-1.2,0,98,,,,,,,2.188,78.08,89.378347348296,0,10,Assisted_Takeoff,
8000,2022-05-13 16:28:19,-34.4376625765488,-59.0521549559989,0,,,89.378347348296,0.656168,0,0.061394687004,0.32888452496,17,10,25.146,89.378347348296,0,0,0.071655842188,0,0,0,239.2, 1.2, 1,0,0,1024,1024,1107,1024,0,0,13,0,242.3,-1.2,0,98,,,,,,,2.188,78.08,89.378347348296,0,10,Assisted_Takeoff,
8100,2022-05-13 16:28:19,-34.4376625415795,-59.0521549301158,0,,,89.378347348296,0.656168,0,0.046925198352,0.343832032,17,10,25.146,89.378347348296,0,0,0.071655842188,0,0,0,239.2, 1.2, 1,0,0,1024,1024,1119,1024,0,0,14,0,242.3,-1.2,0,98,,,,,,,2.188,78.08,89.378347348296,0,10,Assisted_Takeoff,
8200,2022-05-13 16:28:20,-34.437662546337,-59.0521549359421,0,,,89.378347348296,0.656168,0,0.049389437276,0.34629922368,17,10,25.146,89.378347348296,0,0,0.071655842188,0,0,0,239.1, 1.2, 1,0,0,1024,1024,1119,1024,0,0,14,0,242.4,-1.2,0,98,,,,,,,2.188,78.08,89.378347348296,0,10,Assisted_Takeoff,
8300,2022-05-13 16:28:20,-34.4376625528078,-59.0521549409607,0,,,89.378347348296,0.656168,0,0.052097442612,0.34910434188,17,10,25.146,89.378347348296,0,0,0.071655842188,0,0,0,239.2, 1.2, 1,0,0,1024,1024,1150,1024,0,0,19,0,242.3,-1.2,0,98,,,,,,,2.188,78.08,89.378347348296,0,10,Assisted_Takeoff,
8400,2022-05-13 16:28:20,-34.437662540563,-59.0521549312296,0,,,89.378347348296,0.656168,0,0.046929463444,0.3544455494,17,10,25.146,89.378347348296,0,0,0.071655842188,0,0,0,239.2, 1.2, 1,0,0,1024,1024,1140,1024,0,0,18,0,242.4,-1.2,0,98,,,,,,,2.188,78.08,89.378347348296,0,10,Assisted_Takeoff,
8500,2022-05-13 16:28:20,-34.4376625509749,-59.0521549310379,0,,,89.378347348296,0.656168,0,0.049478676124,0.35824476212,17,10,25.146,89.378347348296,0,0,0.071655842188,0,0,0,239.2, 1.2, 1,0,0,1024,1024,1125,1024,0,0,15,0,242.3,-1.2,0,98,,,,,,,2.188,78.08,89.378347348296,0,10,Assisted_Takeoff,
8600,2022-05-13 16:28:20,-34.4376625628892,-59.0521549339713,0,,,89.378347348296,0.656168,0,0.053219489892,0.3626804578,17,10,25.146,89.378347348296,0,0,0.071655842188,0,0,0,239.2, 1.3, 1,0,0,1024,1024,1123,1024,0,0,15,0,242.3,-1.2,0,98,,,,,,,2.188,78.08,89.378347348296,0,10,Assisted_Takeoff,
8700,2022-05-13 16:28:20,-34.4376625666064,-59.0521549365698,0,,,89.378347348296,0.656168,0,0.054747705164,0.36424541848,17,10,25.146,89.378347348296,0,0,0.071655842188,0,0,0,239.2, 1.3, 1,0,0,1024,1024,1122,1024,0,0,15,0,242.3,-1.2,0,98,,,,,,,2.188,78.08,89.378347348296,0,10,Assisted_Takeoff,
8800,2022-05-13 16:28:20,-34.4376625373804,-59.052154909348,0,,,89.378347348296,0.656168,0,0.041363518384,0.3776903008,17,10,25.146,89.378347348296,0,0,0.071655842188,0,0,0,239.2, 1.4, 1,0,0,1024,1024,1112,1024,0,0,13,0,242.3,-1.2,0,98,,,,,,,2.188,78.08,89.378347348296,0,10,Assisted_Takeoff,
8900,2022-05-13 16:28:20,-34.437662540363,-59.0521549173118,0,,,89.378347348296,0.656168,0,0.043819555208,0.38032153448,17,10,25.14,89.378347348296,0,0,0.071655842188,0,0,0,239.2, 1.5, 1,0,0,1024,1024,1114,1024,0,0,14,0,242.3,-1.2,0,98,,,,,,,2.304,78.08,89.378347348296,0,10,Assisted_Takeoff,
9000,2022-05-13 16:28:20,-34.4376625372048,-59.052154919492,0,,,89.378347348296,0.656168,0,0.043490486956,0.38164699384,17,10,25.14,89.378347348296,0,0,0.071655842188,0,0,0,239.2, 2, 1.5,0,0,1024,1024,1107,1024,0,0,13,0,242.3,-1.2,0,98,,,,,,,2.304,78.08,89.378347348296,0,10,Assisted_Takeoff,
9100,2022-05-13 16:28:21,-34.4376624734853,-59.0521548825137,0,,,89.378347348296,0.656168,0,0.0215937999036,0.40742127288,17,10,25.14,89.378347348296,0,0,0.071655842188,0,0,-0.223694,239, 2.8, 2.1,0,0,1024,1024,1109,1024,0,0,13,0,242.3,-1.2,0,98,,,,,,,2.304,78.08,89.378347348296,0,10,Assisted_Takeoff,
9200,2022-05-13 16:28:21,-34.4376624009426,-59.0521548549342,0,,,89.378347348296,0.656168,0,0.0234386162356,0.43516077508,17,10,25.14,89.378347348296,0,0,0.071655842188,0,0,-0.671082,238.8, 3, 2,0,0,1024,1024,1107,1024,0,0,13,0,242.4,-1.2,0,98,,,,,,,2.304,78.08,89.378347348296,0,6,P-GPS,
9300,2022-05-13 16:28:21,-34.4376622915986,-59.0521548086924,0,,,89.378347348296,0.984252,0.223694,0.059874017664,0.4774114326,17,10,25.14,89.378347348296,0,0.223694,0.071655842188,0.223694,0,-0.894776,238.6, 1.9, 1,0,0,1024,1024,1082,1024,0,0,9,0,242.3,-1.2,0,98,,,,,,,2.304,78.08,89.378347348296,0,6,P-GPS,
9400,2022-05-13 16:28:21,-34.4376621626358,-59.0521547494357,0.328084,,,89.706431348296,0.984252,0.223694,0.10865978038,0.52772967568,17,10,25.14,89.706431348296,0.328084,0.223694,0.10865978038,0.223694,0,-1.11847,238.5, 0.3, -0.2,0,0,1024,1024,1080,1024,0,0,8,0,242.3,-1.2,0,98,,,,,,,2.304,78.08,89.706431348296,0.328084,6,P-GPS,
9500,2022-05-13 16:28:21,-34.4376620132474,-59.0521546639116,0.328084,,,89.706431348296,1.312336,0.223694,0.16761483476,0.58800198732,17,10,25.14,89.706431348296,0.328084,0.223694,0.16761483476,0.223694,0,-1.11847,238.5, -0.9, -1,0,0,1024,1024,1085,1024,0,0,9,0,242.3,-1.2,0,98,,,,,,,2.304,78.08,89.706431348296,0.328084,6,P-GPS,
9600,2022-05-13 16:28:21,-34.4376619457143,-59.0521546201998,0.656168,,,90.034515348296,1.312336,0,0.194980977368,0.61593177824,16,10,25.14,90.034515348296,0.656168,0.223694,0.194980977368,0,0,-0.894776,238.5, -1.3, -1.2,0,0,1024,1024,1098,1024,0,0,11,0,242.3,-1.2,0,98,,,,,,,2.304,78.08,90.034515348296,0.656168,6,P-GPS,
9700,2022-05-13 16:28:21,-34.4376619144447,-59.0521545915017,0.656168,,,90.034515348296,1.64042,0,0.208506568352,0.63024280232,16,10,25.14,90.034515348296,0.656168,0.223694,0.208506568352,0,0,-0.894776,238.7, -0.7, -0.4,0,0,1024,1024,1106,1024,0,0,12,0,242.3,-1.2,0,98,,,,,,,2.304,78.08,90.034515348296,0.656168,6,P-GPS,
9800,2022-05-13 16:28:21,-34.437661895377,-59.0521545600554,0.984252,,,90.362599348296,1.64042,0,0.21823819596,0.64198492868,17,10,25.14,90.362599348296,0.984252,0.223694,0.21823819596,0,0,-0.671082,238.8, 0.1, 0.3,0,0,1024,1024,1110,1024,0,0,13,0,242.4,-1.2,0,98,,,,,,,2.304,78.08,90.362599348296,0.984252,6,P-GPS,
9900,2022-05-13 16:28:21,-34.4376619122279,-59.0521545440806,0.984252,,,90.362599348296,1.64042,0,0.21426673914,0.64979004704,17,10,25.14,90.362599348296,0.984252,0.223694,0.21823819596,0,0,-0.671082,238.8, 0.6, 0.7,0,0,1024,1024,1143,1024,0,0,18,0,242.3,-1.2,0,98,,,,,,,4.854,78.08,90.362599348296,0.984252,6,P-GPS,
10000,2022-05-13 16:28:21,-34.4376619389303,-59.052154533843,0.984252,,,90.362599348296,1.968504,0,0.206523628656,0.6600065828,17,10,25.14,90.362599348296,0.984252,0.223694,0.21823819596,0,0,-0.671082,238.8, 0.7, 1,0,0,1024,1024,1148,1024,0,0,19,0,242.3,-1.2,0,98,,,,,,,4.854,78.08,90.362599348296,0.984252,6,P-GPS,
10100,2022-05-13 16:28:22,-34.4376619714229,-59.0521545274213,1.312336,,,90.690683348296,1.968504,0,0.196602040412,0.67201773804,17,10,25.14,90.690683348296,1.312336,0.223694,0.21823819596,0,0,-0.447388,238.8, 0.6, 1.4,0,0,1024,1024,1150,1024,0,0,19,0,242.4,-1.2,0,98,,,,,,,4.854,78.08,90.690683348296,1.312336,6,P-GPS,
10200,2022-05-13 16:28:22,-34.4376619729129,-59.0521544816106,1.312336,,,90.690683348296,1.968504,0,0.202555452676,0.68581367024,17,10,25.14,90.690683348296,1.312336,0.223694,0.21823819596,0,0,-0.447388,238.7, 0.5, 1.5,0,0,1024,1024,1154,1024,0,0,20,0,242.3,-1.2,0,98,,,,,,,4.854,78.08,90.690683348296,1.312336,6,P-GPS,
10300,2022-05-13 16:28:22,-34.4376619894125,-59.0521544789406,1.312336,,,90.690683348296,1.968504,0,0.197751974832,0.69188650508,17,10,25.14,90.690683348296,1.312336,0.223694,0.21823819596,0,0,-0.447388,238.7, 0.6, 1.2,0,0,1024,1024,1159,1024,0,0,20,0,242.3,-1.2,0,98,,,,,,,4.854,78.08,90.690683348296,1.312336,6,P-GPS,
10400,2022-05-13 16:28:22,-34.4376620020847,-59.0521544759177,1.64042,,,91.018767348296,2.296588,0,0.194264441912,0.69660107216,17,10,25.14,91.018767348296,1.64042,0.223694,0.21823819596,0,0,-0.671082,238.7, 0.7, 0.9,0,0,1024,1024,1169,1024,0,0,22,0,242.3,-1.2,0,98,,,,,,,4.854,78.08,91.018767348296,1.64042,6,P-GPS,
10500,2022-05-13 16:28:22,-34.437661968264,-59.052154456712,1.64042,,,91.018767348296,2.296588,0,0.2078084056,0.71022640068,17,10,25.14,91.018767348296,1.64042,0.223694,0.21823819596,0,0,-0.671082,238.8, 0.5, 0.9,0,0,1024,1024,1175,1024,0,0,23,0,242.3,-1.2,0,98,,,,,,,4.854,78.08,91.018767348296,1.64042,6,P-GPS,
10600,2022-05-13 16:28:22,-34.4376619881704,-59.0521544779217,1.64042,,,91.018767348296,2.624672,0,0.198298234692,0.71989503616,17,10,25.14,91.018767348296,1.64042,0.223694,0.21823819596,0,0,-0.671082,238.8, 0.3, 0.8,0,0,1024,1024,1183,1024,0,0,24,0,242.3,-1.2,0,98,,,,,,,4.854,78.08,91.018767348296,1.64042,6,P-GPS,
10700,2022-05-13 16:28:22,-34.4376620154121,-59.0521544886843,1.968504,,,91.346851348296,2.624672,0,0.188111554576,0.7303477924,17,10,25.14,91.346851348296,1.968504,0.223694,0.21823819596,0,0,-0.671082,238.7, 0.4, 0.9,0,0,1024,1024,1206,1024,0,0,28,0,242.3,-1.2,0,98,,,,,,,4.854,78.08,91.346851348296,1.968504,6,P-GPS,
10800,2022-05-13 16:28:22,-34.4376620522322,-59.0521545076361,1.968504,,,91.346851348296,2.624672,0,0.173685701096,0.74494096872,16,10,25.14,91.346851348296,1.968504,0.223694,0.21823819596,0,0,-0.894776,238.7, 0.7, 1.1,0,0,1024,1024,1202,1024,0,0,27,0,242.3,-1.2,0,98,,,,,,,4.854,78.08,91.346851348296,1.968504,6,P-GPS,
10900,2022-05-13 16:28:22,-34.4376620345188,-59.0521545195532,1.968504,,,91.346851348296,2.952756,0,0.177376318012,0.75233270124,16,10,25.05,91.346851348296,1.968504,0.223694,0.21823819596,0,0,-0.894776,238.6, 0.9, 0.9,0,0,1024,1024,1201,1024,0,0,27,0,242.3,-1.2,0,98,,,,,,,13.798,78.08,91.346851348296,1.968504,6,P-GPS,
11000,2022-05-13 16:28:22,-34.437662071033,-59.0521545632705,2.296588,,,91.674935348296,2.952756,0,0.1593339946,0.77105645512,16,10,25.05,91.674935348296,2.296588,0.223694,0.21823819596,0,0,-1.11847,238.6, 1, 0.9,0,0,1024,1024,1203,1024,0,0,27,0,242.3,-1.2,0,98,,,,,,,13.798,78.08,91.674935348296,2.296588,6,P-GPS,
11100,2022-05-13 16:28:23,-34.4376621087341,-59.0521545974106,2.624672,,,92.003019348296,3.28084,0,0.142376316892,0.78822181,16,10,25.05,92.003019348296,2.624672,0.223694,0.21823819596,0,0,-1.342164,238.6, 1, 1.1,0,0,1024,1024,1205,1024,0,0,27,0,242.3,-1.2,0,98,,,,,,,13.798,78.08,92.003019348296,2.624672,6,P-GPS,
11200,2022-05-13 16:28:23,-34.4376621145834,-59.0521546113431,2.624672,,,92.003019348296,3.608924,0,0.138586618608,0.79292653456,17,10,25.05,92.003019348296,2.624672,0.223694,0.21823819596,0,0,-1.342164,238.5, 1.1, 1.1,0,0,1024,1024,1212,1024,0,0,28,0,242.3,-1.2,0,98,,,,,,,13.798,78.08,92.003019348296,2.624672,6,P-GPS,
11300,2022-05-13 16:28:23,-34.4376621601537,-59.0521546466086,2.952756,,,92.331103348296,3.608924,0,0.119006893572,0.81265094464,17,10,25.05,92.331103348296,2.952756,0.223694,0.21823819596,0,0,-1.342164,238.5, 1.2, 1.2,0,0,1024,1024,1211,1024,0,0,28,0,242.3,-1.2,0,98,,,,,,,13.798,78.08,92.331103348296,2.952756,6,P-GPS,
11400,2022-05-13 16:28:23,-34.4376622127409,-59.0521546791304,3.28084,,,92.659187348296,3.937008,0,0.097484583172,0.83418965924,16,10,25.05,92.659187348296,3.28084,0.223694,0.21823819596,0,0,-1.565858,238.5, 1.2, 1.5,0,0,1024,1024,1210,1024,0,0,28,0,242.3,-1.2,0,98,,,,,,,13.798,78.08,92.659187348296,3.28084,6,P-GPS,
11500,2022-05-13 16:28:23,-34.4376622573264,-59.0521546923933,3.28084,,,92.659187348296,4.265092,0,0.081094818868,0.85093834744,16,10,25.05,92.659187348296,3.28084,0.223694,0.21823819596,0,0,-1.565858,238.5, 1.2, 1.5,0,0,1024,1024,1210,1024,0,0,28,0,242.3,-1.2,0,98,,,,,,,13.798,78.08,92.659187348296,3.28084,6,P-GPS,
11600,2022-05-13 16:28:23,-34.4376622779384,-59.0521546666545,3.608924,,,92.987271348296,4.265092,0,0.07856135422,0.86173559188,16,10,25.05,92.987271348296,3.608924,0.223694,0.21823819596,0,0,-1.565858,238.5, 1.2, 1.5,0,0,1024,1024,1219,1024,0,0,30,0,242.3,-1.2,0,98,,,,,,,13.798,78.08,92.987271348296,3.608924,6,P-GPS,
11700,2022-05-13 16:28:23,-34.4376623214985,-59.0521546805033,3.937008,,,93.315355348296,4.593176,0,0.063333991528,0.87816275776,16,10,25.05,93.315355348296,3.937008,0.223694,0.21823819596,0,0,-1.565858,238.5, 1.3, 1.4,0,0,1024,1024,1235,1024,0,0,32,0,242.3,-1.2,0,98,,,,,,,13.798,78.08,93.315355348296,3.937008,6,P-GPS,
11800,2022-05-13 16:28:23,-34.4376623663133,-59.052154693583,4.265092,,,93.643439348296,4.92126,0,0.048755907072,0.89498362444,16,10,25.05,93.643439348296,4.265092,0.223694,0.21823819596,0,0,-1.565858,238.6, 1.3, 1.5,0,0,1024,1024,1286,1024,0,0,40,0,242.3,-1.2,0,98,,,,,,,13.798,78.08,93.643439348296,4.265092,6,P-GPS,
11900,2022-05-13 16:28:23,-34.4376623838514,-59.0521546863601,4.265092,,,93.643439348296,5.249344,0,0.046511484428,0.901738874,16,10,24.114,93.643439348296,4.265092,0.223694,0.21823819596,0,0,-1.789552,238.7, 1.2, 1.8,0,0,1024,1024,1282,1024,0,0,39,0,242.3,-1.2,0,98,,,,,,,16.032,78.08,93.643439348296,4.265092,6,P-GPS,
12000,2022-05-13 16:28:23,-34.4376624223821,-59.0521547003916,4.593176,,,93.971523348296,5.577428,0,0.03630085418,0.91641735216,16,10,24.114,93.971523348296,4.593176,0.223694,0.21823819596,0,0,-2.013246,238.7, 1.2, 1.9,0,0,1024,1024,1271,1024,0,0,37,0,242.3,-1.2,0,98,,,,,,,16.032,78.08,93.971523348296,4.593176,6,P-GPS,
12100,2022-05-13 16:28:24,-34.4376624569675,-59.0521547072458,4.92126,,,94.299607348296,5.905512,0,0.032153544336,0.92920278564,16,10,24.114,94.299607348296,4.92126,0.223694,0.21823819596,0,0,-2.23694,238.7, 1.2, 1.8,0,0,1024,1024,1268,1024,0,0,37,0,242.3,-1.2,0,98,,,,,,,16.032,78.08,94.299607348296,4.92126,6,P-GPS,
12200,2022-05-13 16:28:24,-34.4376624883203,-59.0521547155165,5.249344,,,94.627691348296,6.233596,0,0.0319674878996,0.9409121036,16,10,24.114,94.627691348296,5.249344,0.223694,0.21823819596,0,0,-2.23694,238.7, 1.1, 1.6,0,0,1024,1024,1263,1024,0,0,36,0,242.3,-1.2,0,98,,,,,,,16.032,78.08,94.627691348296,5.249344,6,P-GPS,
12300,2022-05-13 16:28:24,-34.4376625705394,-59.052154727685,5.577428,,,94.955775348296,6.56168,0,0.049327757484,0.97113192084,16,10,24.114,94.955775348296,5.577428,0.223694,0.21823819596,0,0,-2.460634,238.8, 0.9, 1.4,0,0,1024,1024,1260,1024,0,0,36,0,242.4,-1.2,0,98,,,,,,,16.032,78.08,94.955775348296,5.577428,6,P-GPS,
12400,2022-05-13 16:28:24,-34.4376626448372,-59.0521547684015,5.905512,,,95.283859348296,6.889764,0,0.070382548184,1.00087929712,16,10,24.114,95.283859348296,5.905512,0.223694,0.21823819596,0,0,-2.460634,238.8, 0.9, 1.4,0,0,1024,1024,1255,1024,0,0,35,0,242.3,-1.2,0,98,,,,,,,16.032,78.08,95.283859348296,5.905512,6,P-GPS,
12500,2022-05-13 16:28:24,-34.4376627038688,-59.0521548071601,6.233596,,,95.611943348296,7.217848,0,0.090588585576,1.02537076772,16,10,24.114,95.611943348296,6.233596,0.223694,0.21823819596,0,0,-2.460634,238.8, 1.1, 1.5,0,0,1024,1024,1253,1024,0,0,35,0,242.3,-1.2,0,98,,,,,,,16.032,78.08,95.611943348296,6.233596,6,P-GPS,
12600,2022-05-13 16:28:24,-34.4376627628178,-59.0521548370992,6.889764,,,96.268111348296,7.545932,0,0.112285764748,1.0486876976,17,10,24.114,96.268111348296,6.889764,0.223694,0.21823819596,0,0,-2.460634,238.7, 1.4, 1.6,0,0,1024,1024,1253,1024,0,0,35,0,242.3,-1.2,0,98,,,,,,,16.032,78.08,96.268111348296,6.889764,6,P-GPS,
12700,2022-05-13 16:28:24,-34.4376628090301,-59.0521548774792,7.217848,,,96.596195348296,7.874016,0,0.130335962176,1.069471819,17,10,24.114,96.596195348296,7.217848,0.223694,0.21823819596,0,0,-2.460634,238.7, 1.5, 1.7,0,0,1024,1024,1252,1024,0,0,35,0,242.3,-1.2,0,98,,,,,,,16.032,78.08,96.596195348296,7.217848,6,P-GPS,
12800,2022-05-13 16:28:24,-34.437662852661,-59.0521549232376,7.545932,,,96.924279348296,8.530184,0,0.148528219976,1.0905184076,17,10,24.114,96.924279348296,7.545932,0.223694,0.21823819596,0,0,-2.23694,238.6, 1.6, 1.8,0,0,1024,1024,1251,1024,0,0,34,0,242.3,-1.2,0,98,,,,,,,16.032,78.08,96.924279348296,7.545932,6,P-GPS,
12900,2022-05-13 16:28:24,-34.4376628726118,-59.0521549514998,7.874016,,,97.252363348296,8.858268,0,0.15764928326,1.10171263368,17,10,24.048,97.252363348296,7.874016,0.223694,0.21823819596,0,0,-2.23694,238.6, 1.5, 1.6,0,0,1024,1024,1249,1024,0,0,34,0,242.3,-1.2,0,98,,,,,,,16.836,78.08,97.252363348296,7.874016,6,P-GPS,
13000,2022-05-13 16:28:24,-34.4376628578793,-59.0521549506275,8.2021,,,97.580447348296,9.186352,0,0.152397970756,1.10709649212,17,10,24.048,97.580447348296,8.2021,0.223694,0.21823819596,0,0,-2.23694,238.6, 1.6, 1.4,0,0,1024,1024,1256,1024,0,0,35,0,242.3,-1.2,0,98,,,,,,,16.836,78.08,97.580447348296,8.2021,6,P-GPS,
13100,2022-05-13 16:28:25,-34.4376628657157,-59.0521549820744,8.530184,,,97.908531348296,9.514436,0,0.157922577232,1.11698166304,17,10,24.048,97.908531348296,8.530184,0.223694,0.21823819596,0,0,-2.23694,238.6, 1.6, 1.2,0,0,1024,1024,1255,1024,0,0,35,0,242.3,-1.2,0,98,,,,,,,16.836,78.08,97.908531348296,8.530184,6,P-GPS,
13200,2022-05-13 16:28:25,-34.4376628755666,-59.0521550205201,8.858268,,,98.236615348296,9.84252,0,0.165321855684,1.12909452432,17,10,24.048,98.236615348296,8.858268,0.223694,0.21823819596,0,0,-2.23694,238.6, 1.7, 1.2,0,0,1024,1024,1254,1024,0,0,35,0,242.3,-1.2,0,98,,,,,,,16.836,78.08,98.236615348296,8.858268,6,P-GPS,
13300,2022-05-13 16:28:25,-34.4376628219515,-59.0521550100002,9.186352,,,98.564699348296,10.170604,0,0.146070870816,1.14891079792,17,10,24.048,98.564699348296,9.186352,0.223694,0.21823819596,0,0,-2.23694,238.6, 1.8, 1.1,0,0,1024,1024,1254,1024,0,0,35,0,242.3,-1.2,0,98,,,,,,,16.836,78.08,98.564699348296,9.186352,6,P-GPS,
13400,2022-05-13 16:28:25,-34.4376628176183,-59.0521550418164,9.514436,,,98.892783348296,10.498688,0,0.148785437832,1.1586122418,17,10,24.048,98.892783348296,9.514436,0.223694,0.21823819596,0,0,-2.23694,238.7, 1.9, 1.1,0,0,1024,1024,1254,1024,0,0,35,0,242.3,-1.2,0,98,,,,,,,16.836,78.08,98.892783348296,9.514436,6,P-GPS,
13500,2022-05-13 16:28:25,-34.4376628195799,-59.052155062143,9.84252,,,99.220867348296,10.826772,0,0.15232283952,1.16477037848,17,10,24.048,99.220867348296,9.84252,0.223694,0.21823819596,0,0,-2.23694,238.8, 1.9, 1.2,0,0,1024,1024,1253,1024,0,0,35,0,242.3,-1.2,0,98,,,,,,,16.836,78.08,99.220867348296,9.84252,6,P-GPS,
