time(millisecond),datetime(utc),latitude,longitude
340800,2022-05-13 16:33:52,-34.4381891296288,-59.0509261941085
340900,2022-05-13 16:33:52,-34.4381856939751,-59.0509238963271
341000,2022-05-13 16:33:52,-34.4381820270482,-59.0509218739371
341100,2022-05-13 16:33:53,-34.4381784475041,-59.0509203759043
341200,2022-05-13 16:33:53,-34.4381746430948,-59.0509192365286
341300,2022-05-13 16:33:53,-34.4381709546819,-59.0509186001535
341400,2022-05-13 16:33:53,-34.4381671531854,-59.0509183226016
341500,2022-05-13 16:33:53,-34.4381635796724,-59.0509184286366
341600,2022-05-13 16:33:53,-34.4381598733718,-59.0509189437699
341700,2022-05-13 16:33:53,-34.4381564383349,-59.0509197201678
341800,2022-05-13 16:33:53,-34.4381529261613,-59.0509208520648
341900,2022-05-13 16:33:53,-34.4381496884384,-59.0509222235374
342000,2022-05-13 16:33:53,-34.4381463671705,-59.0509239326429
342100,2022-05-13 16:33:54,-34.4381433774778,-59.0509257989725
342200,2022-05-13 16:33:54,-34.4381403513927,-59.0509279441836
342300,2022-05-13 16:33:54,-34.4381375238893,-59.0509301621067
342400,2022-05-13 16:33:54,-34.4381346720216,-59.0509325939277
342500,2022-05-13 16:33:54,-34.4381319978666,-59.0509350375487
342600,2022-05-13 16:33:54,-34.4381292030205,-59.0509376860098
342700,2022-05-13 16:33:54,-34.4381264392895,-59.0509403248313
342800,2022-05-13 16:33:54,-34.4381234834533,-59.0509430759202
342900,2022-05-13 16:33:54,-34.4381204901282,-59.0509457632718
343000,2022-05-13 16:33:54,-34.4381171115989,-59.0509487084808
343100,2022-05-13 16:33:55,-34.4381136874249,-59.050951524221
343200,2022-05-13 16:33:55,-34.4381098923707,-59.0509545511998
343300,2022-05-13 16:33:55,-34.4381061121544,-59.0509575187626
343400,2022-05-13 16:33:55,-34.4381019223696,-59.0509608042637
343500,2022-05-13 16:33:55,-34.4380978800734,-59.0509638971404
343600,2022-05-13 16:33:55,-34.4380935063391,-59.0509672047459
343700,2022-05-13 16:33:55,-34.4380892975357,-59.0509704722144
343800,2022-05-13 16:33:55,-34.4380847223412,-59.0509738847745
343900,2022-05-13 16:33:55,-34.4380802659873,-59.0509771851504
344000,2022-05-13 16:33:55,-34.4380754771674,-59.0509807032467
344100,2022-05-13 16:33:55,-34.4380708688701,-59.0509841610959
344200,2022-05-13 16:33:56,-34.4380658757457,-59.0509877844792
344300,2022-05-13 16:33:56,-34.4380610295615,-59.050991277895
344400,2022-05-13 16:33:56,-34.4380558400484,-59.0509950272569
344500,2022-05-13 16:33:56,-34.4380508028899,-59.050998632109
344600,2022-05-13 16:33:56,-34.4380453991689,-59.0510024895002
344700,2022-05-13 16:33:56,-34.4380401362199,-59.0510062326297
344800,2022-05-13 16:33:56,-34.4380344976961,-59.0510102622859
344900,2022-05-13 16:33:56,-34.4380289998072,-59.051014152169
345000,2022-05-13 16:33:56,-34.4380230981753,-59.0510183094659
345100,2022-05-13 16:33:57,-34.4380173300164,-59.051022361559
345200,2022-05-13 16:33:57,-34.438011189024,-59.0510266547234
345300,2022-05-13 16:33:57,-34.438005235545,-59.0510308071175
345400,2022-05-13 16:33:57,-34.4379988799677,-59.0510352393072
345500,2022-05-13 16:33:57,-34.4379927012808,-59.0510395380393
345600,2022-05-13 16:33:57,-34.4379861679566,-59.0510440898922
345700,2022-05-13 16:33:57,-34.4379798698464,-59.0510484706434
345800,2022-05-13 16:33:57,-34.4379731543547,-59.0510531514665
345900,2022-05-13 16:33:57,-34.4379667095784,-59.0510576504682
346000,2022-05-13 16:33:57,-34.4379598608535,-59.0510624354149
346100,2022-05-13 16:33:58,-34.4379532676635,-59.0510670284019
346200,2022-05-13 16:33:58,-34.4379462361885,-59.0510718983593
346300,2022-05-13 16:33:58,-34.4379395057731,-59.0510765716204
346400,2022-05-13 16:33:58,-34.4379323657549,-59.0510815221842
346500,2022-05-13 16:33:58,-34.4379254759772,-59.051086283032
346600,2022-05-13 16:33:58,-34.4379182013209,-59.0510913313208
346700,2022-05-13 16:33:58,-34.4379112006355,-59.0510961935499
346800,2022-05-13 16:33:58,-34.4379037574503,-59.0511013674849
346900,2022-05-13 16:33:58,-34.4378965598622,-59.0511063624238
347000,2022-05-13 16:33:58,-34.4378889444985,-59.0511116639163
347100,2022-05-13 16:33:58,-34.4378816208906,-59.0511167669675
347200,2022-05-13 16:33:59,-34.4378738288251,-59.0511222016685
347300,2022-05-13 16:33:59,-34.437866364548,-59.0511274134137
347400,2022-05-13 16:33:59,-34.4378584482274,-59.0511329433465
347500,2022-05-13 16:33:59,-34.4378508534758,-59.05113825398
347600,2022-05-13 16:33:59,-34.4378427898037,-59.0511438887843
347700,2022-05-13 16:33:59,-34.4378350629326,-59.0511492991371
347800,2022-05-13 16:33:59,-34.4378272335495,-59.0511547844455
347900,2022-05-13 16:33:59,-34.4378180327525,-59.0511612083617
348000,2022-05-13 16:33:59,-34.437809228211,-59.0511673740049
348100,2022-05-13 16:34:00,-34.4378014475394,-59.0511728208384
348200,2022-05-13 16:34:00,-34.4377932210269,-59.051178578879
348300,2022-05-13 16:34:00,-34.4377857414664,-59.0511838010117
348400,2022-05-13 16:34:00,-34.4377773633789,-59.0511896788817
348500,2022-05-13 16:34:00,-34.4377693170807,-59.0511953263171
348600,2022-05-13 16:34:00,-34.4377612463666,-59.0512009808159
348700,2022-05-13 16:34:00,-34.4377521382383,-59.0512073727388
348800,2022-05-13 16:34:00,-34.4377434128554,-59.0512134957521
348900,2022-05-13 16:34:00,-34.437734353807,-59.0512198518591
349000,2022-05-13 16:34:00,-34.4377245866407,-59.0512266691679
349100,2022-05-13 16:34:01,-34.4377164544588,-59.0512323762687
349200,2022-05-13 16:34:01,-34.4377078594263,-59.0512384080388
349300,2022-05-13 16:34:01,-34.4377001679966,-59.0512437791686
349400,2022-05-13 16:34:01,-34.4376912560834,-59.051250055251
349500,2022-05-13 16:34:01,-34.4376826228659,-59.0512561533344
349600,2022-05-13 16:34:01,-34.437673869755,-59.0512623484779
349700,2022-05-13 16:34:01,-34.4376635801444,-59.0512696343011
349800,2022-05-13 16:34:01,-34.4376541170808,-59.0512763527216
349900,2022-05-13 16:34:01,-34.4376442668793,-59.0512833504391
350000,2022-05-13 16:34:01,-34.4376341124688,-59.051290566625
350100,2022-05-13 16:34:02,-34.4376252797956,-59.0512968284143
350200,2022-05-13 16:34:02,-34.4376159681209,-59.0513034242631
350300,2022-05-13 16:34:02,-34.4376069457605,-59.0513097974056
350400,2022-05-13 16:34:02,-34.4375980223955,-59.0513160571173
350500,2022-05-13 16:34:02,-34.4375887652109,-59.0513225945473
350600,2022-05-13 16:34:02,-34.437579429039,-59.05132921034
350700,2022-05-13 16:34:02,-34.4375684821871,-59.0513370011582
350800,2022-05-13 16:34:02,-34.4375584384454,-59.0513441402278
350900,2022-05-13 16:34:02,-34.4375480016952,-59.0513515596749
351000,2022-05-13 16:34:02,-34.4375375178353,-59.05135901178
351100,2022-05-13 16:34:02,-34.4375284447971,-59.051365458133
351200,2022-05-13 16:34:03,-34.4375186481776,-59.0513723851329
351300,2022-05-13 16:34:03,-34.4375091681239,-59.0513790788729
351400,2022-05-13 16:34:03,-34.4374993486049,-59.0513860357055
351500,2022-05-13 16:34:03,-34.4374896883455,-59.0513928844258
351600,2022-05-13 16:34:03,-34.4374799424508,-59.0513998000411
351700,2022-05-13 16:34:03,-34.4374689707633,-59.0514076051525
351800,2022-05-13 16:34:03,-34.4374580111552,-59.0514154035328
351900,2022-05-13 16:34:03,-34.4374471261995,-59.0514231399209
352000,2022-05-13 16:34:03,-34.4374362079183,-59.051430910546
352100,2022-05-13 16:34:04,-34.4374267946953,-59.0514376071113
352200,2022-05-13 16:34:04,-34.4374166519455,-59.0514448119126
352300,2022-05-13 16:34:04,-34.4374068573392,-59.0514517676649
352400,2022-05-13 16:34:04,-34.4373964842756,-59.0514591250782
352500,2022-05-13 16:34:04,-34.4373868374663,-59.0514659782443
352600,2022-05-13 16:34:04,-34.4373768008609,-59.0514731025638
352700,2022-05-13 16:34:04,-34.4373655561963,-59.0514810821424
352800,2022-05-13 16:34:04,-34.4373542694165,-59.0514891037277
352900,2022-05-13 16:34:04,-34.4373432398165,-59.0514969316082
353000,2022-05-13 16:34:04,-34.4373322094283,-59.0515047534225
353100,2022-05-13 16:34:05,-34.4373225061285,-59.0515116338868
353200,2022-05-13 16:34:05,-34.4373126239166,-59.0515186244578
353300,2022-05-13 16:34:05,-34.4373028667822,-59.0515255222068
353400,2022-05-13 16:34:05,-34.4372925646186,-59.0515328018391
353500,2022-05-13 16:34:05,-34.4372830255986,-59.0515395392893
353600,2022-05-13 16:34:05,-34.4372731013402,-59.0515465777255
353700,2022-05-13 16:34:05,-34.4372619777779,-59.0515544883316
353800,2022-05-13 16:34:05,-34.4372513953381,-59.0515620234945
353900,2022-05-13 16:34:05,-34.4372396431333,-59.0515703942219
354000,2022-05-13 16:34:05,-34.4372287637975,-59.0515781378813
354100,2022-05-13 16:34:06,-34.4372192010299,-59.0515849436807
354200,2022-05-13 16:34:06,-34.4372097420251,-59.051591659816
354300,2022-05-13 16:34:06,-34.4372001653106,-59.0515984608788
354400,2022-05-13 16:34:06,-34.4371900874982,-59.0516056213465
354500,2022-05-13 16:34:06,-34.4371804411172,-59.0516124849416
354600,2022-05-13 16:34:06,-34.437171083271,-59.0516191544581
354700,2022-05-13 16:34:06,-34.4371602463929,-59.0516268833673
354800,2022-05-13 16:34:06,-34.4371499297341,-59.0516342390771
354900,2022-05-13 16:34:06,-34.4371384587993,-59.0516424207118
355000,2022-05-13 16:34:06,-34.4371278479173,-59.0516499818849
355100,2022-05-13 16:34:06,-34.437118532426,-59.0516566167904
355200,2022-05-13 16:34:07,-34.4371088155219,-59.0516635260902
355300,2022-05-13 16:34:07,-34.4371002584452,-59.0516695911416
355400,2022-05-13 16:34:07,-34.4370904859245,-59.0516765067986
355500,2022-05-13 16:34:07,-34.4370811788974,-59.051683095584
355600,2022-05-13 16:34:07,-34.4370719571628,-59.0516896251195
355700,2022-05-13 16:34:07,-34.4370615937627,-59.0516969699848
355800,2022-05-13 16:34:07,-34.437051786049,-59.0517039318865
355900,2022-05-13 16:34:07,-34.4370417586788,-59.0517110683386
356000,2022-05-13 16:34:07,-34.4370310138098,-59.0517187281091
356100,2022-05-13 16:34:08,-34.4370223746275,-59.051724913987
356200,2022-05-13 16:34:08,-34.4370134323124,-59.0517313754226
356300,2022-05-13 16:34:08,-34.4370056695629,-59.0517371320505
356400,2022-05-13 16:34:08,-34.4369968458144,-59.0517438238376
356500,2022-05-13 16:34:08,-34.4369885403318,-59.0517503814607
356600,2022-05-13 16:34:08,-34.4369803913844,-59.0517571885897
356700,2022-05-13 16:34:08,-34.4369710693822,-59.0517654091979
356800,2022-05-13 16:34:08,-34.4369628350396,-59.0517730900341
356900,2022-05-13 16:34:08,-34.4369546227653,-59.0517811989152
357000,2022-05-13 16:34:08,-34.4369464259116,-59.0517896525343
357100,2022-05-13 16:34:09,-34.4369396489777,-59.0517970273984
357200,2022-05-13 16:34:09,-34.4369327442935,-59.0518048394486
357300,2022-05-13 16:34:09,-34.4369262394459,-59.0518124106143
357400,2022-05-13 16:34:09,-34.4369201678115,-59.0518199421832
357500,2022-05-13 16:34:09,-34.4369138647325,-59.0518277562069
357600,2022-05-13 16:34:09,-34.4369076714475,-59.0518356870268
357700,2022-05-13 16:34:09,-34.4369005005712,-59.0518450235978
357800,2022-05-13 16:34:09,-34.4368941993427,-59.0518536853809
357900,2022-05-13 16:34:09,-34.4368879685002,-59.0518627789484
358000,2022-05-13 16:34:09,-34.4368819650588,-59.0518719876086
358100,2022-05-13 16:34:10,-34.4368771601673,-59.0518800290131
358200,2022-05-13 16:34:10,-34.4368721886658,-59.0518887446861
358300,2022-05-13 16:34:10,-34.4368676424961,-59.0518972068437
358400,2022-05-13 16:34:10,-34.4368632908989,-59.0519060273258
358500,2022-05-13 16:34:10,-34.4368591530641,-59.0519147027996
358600,2022-05-13 16:34:10,-34.4368550489488,-59.0519238797989
358700,2022-05-13 16:34:10,-34.4368513937414,-59.0519327019639
358800,2022-05-13 16:34:10,-34.4368480169941,-59.051941570249
358900,2022-05-13 16:34:10,-34.4368445085214,-59.0519515367966
359000,2022-05-13 16:34:10,-34.4368413292935,-59.0519615100337
359100,2022-05-13 16:34:10,-34.4368388483746,-59.0519705462627
359200,2022-05-13 16:34:11,-34.4368366842955,-59.0519797144121
359300,2022-05-13 16:34:11,-34.4368348743398,-59.0519884499563
359400,2022-05-13 16:34:11,-34.4368332303772,-59.0519976094633
359500,2022-05-13 16:34:11,-34.4368319607558,-59.0520061549696
359600,2022-05-13 16:34:11,-34.4368308069596,-59.0520152719298
359700,2022-05-13 16:34:11,-34.4368299593802,-59.052023925081
359800,2022-05-13 16:34:11,-34.4368293463296,-59.052032579998
359900,2022-05-13 16:34:11,-34.436828909758,-59.0520421441472
360000,2022-05-13 16:34:11,-34.4368287505499,-59.0520516160353
360100,2022-05-13 16:34:12,-34.4368290010475,-59.0520597726364
360200,2022-05-13 16:34:12,-34.4368295016998,-59.0520684526599
360300,2022-05-13 16:34:12,-34.4368302832109,-59.0520763944647
360400,2022-05-13 16:34:12,-34.4368313497614,-59.0520846204539
360500,2022-05-13 16:34:12,-34.4368326740741,-59.0520921135738
360600,2022-05-13 16:34:12,-34.4368342398377,-59.0521000847646
360700,2022-05-13 16:34:12,-34.4368359869464,-59.052107524057
360800,2022-05-13 16:34:12,-34.4368379628268,-59.0521148358488
360900,2022-05-13 16:34:12,-34.4368404695837,-59.0521232796519
361000,2022-05-13 16:34:12,-34.4368430518667,-59.0521310706209
361100,2022-05-13 16:34:13,-34.4368456063244,-59.0521376139135
361200,2022-05-13 16:34:13,-34.4368485221015,-59.0521439670732
361300,2022-05-13 16:34:13,-34.4368515439718,-59.052150060353
361400,2022-05-13 16:34:13,-34.4368549447066,-59.0521562136986
361500,2022-05-13 16:34:13,-34.4368583747061,-59.0521618141525
361600,2022-05-13 16:34:13,-34.4368619652159,-59.0521669659631
361700,2022-05-13 16:34:13,-34.4368661173747,-59.0521726915185
361800,2022-05-13 16:34:13,-34.4368702123748,-59.0521778580397
361900,2022-05-13 16:34:13,-34.4368749089801,-59.0521832255523
362000,2022-05-13 16:34:13,-34.4368794510377,-59.052187824398
362100,2022-05-13 16:34:14,-34.4368836332836,-59.0521914384327
362200,2022-05-13 16:34:14,-34.4368881333289,-59.0521948887694
362300,2022-05-13 16:34:14,-34.4368923096121,-59.0521974017448
362400,2022-05-13 16:34:14,-34.4368970683792,-59.0522002885559
362500,2022-05-13 16:34:14,-34.4369016951468,-59.0522027586286
362600,2022-05-13 16:34:14,-34.4369066175768,-59.0522049416033
362700,2022-05-13 16:34:14,-34.4369113608548,-59.0522068287909
362800,2022-05-13 16:34:14,-34.4369161556716,-59.0522084394652
362900,2022-05-13 16:34:14,-34.4369215118631,-59.0522099837483
363000,2022-05-13 16:34:14,-34.4369271713246,-59.0522113503232
363100,2022-05-13 16:34:14,-34.4369318703972,-59.052211972795
363200,2022-05-13 16:34:15,-34.4369367831637,-59.0522123107189
363300,2022-05-13 16:34:15,-34.4369412480502,-59.052212219855
363400,2022-05-13 16:34:15,-34.4369461088667,-59.0522119635505
363500,2022-05-13 16:34:15,-34.4369506918401,-59.0522114511493
363600,2022-05-13 16:34:15,-34.4369554421772,-59.0522106384165
363700,2022-05-13 16:34:15,-34.4369598932196,-59.0522095964332
363800,2022-05-13 16:34:15,-34.4369644903798,-59.0522082512877
363900,2022-05-13 16:34:15,-34.4369687787873,-59.0522067224301
364000,2022-05-13 16:34:15,-34.436973203649,-59.0522048616009
364100,2022-05-13 16:34:16,-34.43697728878,-59.0522028789427
364200,2022-05-13 16:34:16,-34.436981463624,-59.0522005760038
364300,2022-05-13 16:34:16,-34.4369853170362,-59.052198171546
364400,2022-05-13 16:34:16,-34.4369892885352,-59.0521954529751
364500,2022-05-13 16:34:16,-34.4369928897366,-59.0521926910185
364600,2022-05-13 16:34:16,-34.4369965350748,-59.0521896138866
364700,2022-05-13 16:34:16,-34.4369998916727,-59.0521865352953
364800,2022-05-13 16:34:16,-34.4370032467628,-59.0521831453202
364900,2022-05-13 16:34:16,-34.4370063007762,-59.0521797904181
365000,2022-05-13 16:34:16,-34.437009408727,-59.0521761664934
365100,2022-05-13 16:34:17,-34.4370123026413,-59.0521726153457
365200,2022-05-13 16:34:17,-34.437015348499,-59.0521688459827
365300,2022-05-13 16:34:17,-34.4370182890175,-59.0521651791573
365400,2022-05-13 16:34:17,-34.4370214764011,-59.052161206943
365500,2022-05-13 16:34:17,-34.4370246858531,-59.052157312724
365600,2022-05-13 16:34:17,-34.4370282772539,-59.0521530789457
365700,2022-05-13 16:34:17,-34.4370319188912,-59.0521488795012
365800,2022-05-13 16:34:17,-34.4370359810628,-59.0521442244856
365900,2022-05-13 16:34:17,-34.4370400006053,-59.0521397091913
366000,2022-05-13 16:34:17,-34.4370444031245,-59.0521348137147
366100,2022-05-13 16:34:17,-34.4370486914634,-59.0521299453193
366200,2022-05-13 16:34:18,-34.4370533853958,-59.0521247716284
366300,2022-05-13 16:34:18,-34.4370579811168,-59.0521197243707
366400,2022-05-13 16:34:18,-34.4370629624188,-59.0521142945935
366500,2022-05-13 16:34:18,-34.4370677377715,-59.0521089647095
366600,2022-05-13 16:34:18,-34.4370729821816,-59.0521032892021
366700,2022-05-13 16:34:18,-34.4370780968539,-59.0520977789794
366800,2022-05-13 16:34:18,-34.4370835818923,-59.0520918505122
366900,2022-05-13 16:34:18,-34.4370889417848,-59.0520861194009
367000,2022-05-13 16:34:18,-34.437094692193,-59.0520799895475
367100,2022-05-13 16:34:18,-34.4371002743806,-59.0520740554919
367200,2022-05-13 16:34:19,-34.4371062199438,-59.0520676936977
367300,2022-05-13 16:34:19,-34.4371119939968,-59.0520615801681
367400,2022-05-13 16:34:19,-34.4371181484564,-59.0520550777749
367500,2022-05-13 16:34:19,-34.4371240844932,-59.0520487844909
367600,2022-05-13 16:34:19,-34.4371303628308,-59.0520421603259
367700,2022-05-13 16:34:19,-34.4371363870043,-59.0520358243496
367800,2022-05-13 16:34:19,-34.4371427487155,-59.0520291563288
367900,2022-05-13 16:34:19,-34.4371488477641,-59.0520227611754
368000,2022-05-13 16:34:19,-34.4371552427835,-59.052016089249
368100,2022-05-13 16:34:19,-34.4371613325455,-59.0520097432592
368200,2022-05-13 16:34:20,-34.4371677460696,-59.0520030635838
368300,2022-05-13 16:34:20,-34.4371738549531,-59.0519967068014
368400,2022-05-13 16:34:20,-34.437180277421,-59.0519900199171
368500,2022-05-13 16:34:20,-34.437186399943,-59.0519836509504
368600,2022-05-13 16:34:20,-34.4371928684326,-59.051976927949
368700,2022-05-13 16:34:20,-34.4371989721416,-59.0519705633865
368800,2022-05-13 16:34:20,-34.4372053646938,-59.051963890359
368900,2022-05-13 16:34:20,-34.4372114376989,-59.0519575302839
369000,2022-05-13 16:34:20,-34.4372177441018,-59.051950923819
369100,2022-05-13 16:34:21,-34.4372236817149,-59.051944702686
369200,2022-05-13 16:34:21,-34.4372298407321,-59.0519382408972
369300,2022-05-13 16:34:21,-34.4372356371619,-59.051932171296
369400,2022-05-13 16:34:21,-34.4372416122297,-59.0519258881294
369500,2022-05-13 16:34:21,-34.4372472069251,-59.0519200116305
369600,2022-05-13 16:34:21,-34.4372530005106,-59.0519139522713
369700,2022-05-13 16:34:21,-34.4372584017986,-59.0519082692693
369800,2022-05-13 16:34:21,-34.4372637282801,-59.0519026711118
369900,2022-05-13 16:34:21,-34.4372695205977,-59.0518965758329
370000,2022-05-13 16:34:21,-34.4372754747964,-59.0518903057544
370100,2022-05-13 16:34:22,-34.4372800980343,-59.0518854683511
370200,2022-05-13 16:34:22,-34.4372845493851,-59.0518809279866
370300,2022-05-13 16:34:22,-34.4372880763624,-59.0518774455191
370400,2022-05-13 16:34:22,-34.4372917865353,-59.0518738704581
370500,2022-05-13 16:34:22,-34.4372949913611,-59.0518708442063
370600,2022-05-13 16:34:22,-34.4372980818011,-59.0518679679905
370700,2022-05-13 16:34:22,-34.4373006902305,-59.0518655272156
370800,2022-05-13 16:34:22,-34.4373033482454,-59.0518630666007
370900,2022-05-13 16:34:22,-34.4373056501837,-59.0518609216597
371000,2022-05-13 16:34:22,-34.4373078177923,-59.0518588390224
371100,2022-05-13 16:34:22,-34.437309717701,-59.0518570256065
371200,2022-05-13 16:34:23,-34.437311536395,-59.0518552713988
371300,2022-05-13 16:34:23,-34.4373131197379,-59.0518537528196
371400,2022-05-13 16:34:23,-34.4373147090092,-59.0518521777535
371500,2022-05-13 16:34:23,-34.437316073895,-59.0518509187144
371600,2022-05-13 16:34:23,-34.4373173961859,-59.0518497144171
371700,2022-05-13 16:34:23,-34.4373185955926,-59.0518487086858
371800,2022-05-13 16:34:23,-34.4373196911336,-59.0518477417619
371900,2022-05-13 16:34:23,-34.4373206440864,-59.0518469226511
372000,2022-05-13 16:34:23,-34.4373215739084,-59.0518461426385
372100,2022-05-13 16:34:23,-34.4373223690238,-59.0518455360337
372200,2022-05-13 16:34:24,-34.4373231433043,-59.0518449110015
372300,2022-05-13 16:34:24,-34.4373238110806,-59.051844387039
372400,2022-05-13 16:34:24,-34.4373244402371,-59.0518439333993
372500,2022-05-13 16:34:24,-34.4373249912288,-59.0518435137474
372600,2022-05-13 16:34:24,-34.4373255261831,-59.0518431086793
372700,2022-05-13 16:34:24,-34.4373259926019,-59.0518427488174
372800,2022-05-13 16:34:24,-34.4373263788341,-59.0518424428246
372900,2022-05-13 16:34:24,-34.4373267694526,-59.0518421397195
373000,2022-05-13 16:34:24,-34.4373271508187,-59.0518418630193
373100,2022-05-13 16:34:25,-34.4373274403472,-59.0518416775829
373200,2022-05-13 16:34:25,-34.4373277472152,-59.0518414726598
373300,2022-05-13 16:34:25,-34.437327992881,-59.0518412903813
373400,2022-05-13 16:34:25,-34.4373282083225,-59.0518410974037
373500,2022-05-13 16:34:25,-34.4373283325432,-59.0518409610376
373600,2022-05-13 16:34:25,-34.4373284707109,-59.0518408144087
373700,2022-05-13 16:34:25,-34.4373285687853,-59.0518407074182
373800,2022-05-13 16:34:25,-34.4373286187135,-59.0518406173177
373900,2022-05-13 16:34:25,-34.437328661651,-59.0518405726933
374000,2022-05-13 16:34:25,-34.4373286998596,-59.051840546143
374100,2022-05-13 16:34:26,-34.4373287389248,-59.0518405247034
374200,2022-05-13 16:34:26,-34.4373287491709,-59.0518404879942
374300,2022-05-13 16:34:26,-34.4373287957751,-59.0518404386747
374400,2022-05-13 16:34:26,-34.437328837479,-59.051840397499
374500,2022-05-13 16:34:26,-34.4373288525911,-59.0518403475147
374600,2022-05-13 16:34:26,-34.4373288771268,-59.0518403828319
374700,2022-05-13 16:34:26,-34.4373289063915,-59.0518404934788
374800,2022-05-13 16:34:26,-34.4373289639271,-59.0518406795591
374900,2022-05-13 16:34:26,-34.4373290419891,-59.0518409447293
375000,2022-05-13 16:34:26,-34.4373291810135,-59.0518412662201
375100,2022-05-13 16:34:26,-34.4373293653742,-59.0518416357632
375200,2022-05-13 16:34:27,-34.4373296192985,-59.0518421264651
375300,2022-05-13 16:34:27,-34.4373299284625,-59.0518426900869
375400,2022-05-13 16:34:27,-34.4373303237756,-59.0518433762802
375500,2022-05-13 16:34:27,-34.4373307689142,-59.0518441010108
375600,2022-05-13 16:34:27,-34.4373313236411,-59.0518449405433
375700,2022-05-13 16:34:27,-34.4373319760311,-59.05184584373
375800,2022-05-13 16:34:27,-34.4373327991776,-59.0518469394164
375900,2022-05-13 16:34:27,-34.4373337232769,-59.0518481125722
376000,2022-05-13 16:34:27,-34.4373348232043,-59.0518495256775
376100,2022-05-13 16:34:27,-34.4373359826548,-59.0518510485572
376200,2022-05-13 16:34:28,-34.4373372929177,-59.0518527920866
376300,2022-05-13 16:34:28,-34.4373385713117,-59.0518545660303
376400,2022-05-13 16:34:28,-34.4373399031976,-59.051856431508
376500,2022-05-13 16:34:28,-34.4373410281746,-59.0518580674444
376600,2022-05-13 16:34:28,-34.4373419712925,-59.0518595282072
376700,2022-05-13 16:34:28,-34.4373426119629,-59.0518606016022
376800,2022-05-13 16:34:28,-34.4373430801293,-59.0518614714452
376900,2022-05-13 16:34:28,-34.4373434088601,-59.0518621487261
377000,2022-05-13 16:34:28,-34.4373436372206,-59.0518626873972
377100,2022-05-13 16:34:29,-34.4373438718521,-59.0518632823058
377200,2022-05-13 16:34:29,-34.4373440738949,-59.0518638727063
377300,2022-05-13 16:34:29,-34.4373443096916,-59.051864417776
377400,2022-05-13 16:34:29,-34.4373445124198,-59.0518649401804
377500,2022-05-13 16:34:29,-34.4373446789269,-59.0518654120811
377600,2022-05-13 16:34:29,-34.43734482316,-59.051865876316
377700,2022-05-13 16:34:29,-34.4373449775706,-59.0518663519977
377800,2022-05-13 16:34:29,-34.4373450503211,-59.0518667467614
377900,2022-05-13 16:34:29,-34.4373450864736,-59.051867071597
378000,2022-05-13 16:34:29,-34.4373451042586,-59.0518673715027
378100,2022-05-13 16:34:30,-34.4373450894207,-59.0518675956841
378200,2022-05-13 16:34:30,-34.4373450609098,-59.0518677926089
378300,2022-05-13 16:34:30,-34.4373450209193,-59.0518679597011
378400,2022-05-13 16:34:30,-34.4373449300412,-59.0518681519515
378500,2022-05-13 16:34:30,-34.4373448788451,-59.0518682970431
378600,2022-05-13 16:34:30,-34.4373448213095,-59.051868428631
378700,2022-05-13 16:34:30,-34.4373447386556,-59.0518685896776
378800,2022-05-13 16:34:30,-34.4373446809144,-59.0518687112105
378900,2022-05-13 16:34:30,-34.4373446348242,-59.0518687856883
379000,2022-05-13 16:34:30,-34.4373445958275,-59.0518688463094
379100,2022-05-13 16:34:31,-34.4373445454539,-59.0518688917232
379200,2022-05-13 16:34:31,-34.4373445388402,-59.051868925607
379300,2022-05-13 16:34:31,-34.4373445576875,-59.0518689530921
379400,2022-05-13 16:34:31,-34.4373445964786,-59.0518689786036
379500,2022-05-13 16:34:31,-34.4373446604566,-59.0518689905076
379600,2022-05-13 16:34:31,-34.4373447400264,-59.0518689948495
379700,2022-05-13 16:34:31,-34.4373448310759,-59.051868993146
379800,2022-05-13 16:34:31,-34.4373449185273,-59.0518689963246
379900,2022-05-13 16:34:31,-34.4373450443928,-59.0518689923981
380000,2022-05-13 16:34:31,-34.4373451954795,-59.0518689872252
380100,2022-05-13 16:34:31,-34.4373453491705,-59.0518690095997
380200,2022-05-13 16:34:32,-34.4373455442227,-59.0518690035542
380300,2022-05-13 16:34:32,-34.4373457528107,-59.0518689896766
380400,2022-05-13 16:34:32,-34.437346015439,-59.0518689476491
380500,2022-05-13 16:34:32,-34.4373463551013,-59.0518688867372
380600,2022-05-13 16:34:32,-34.4373468731617,-59.0518687296586
380700,2022-05-13 16:34:32,-34.4373475609847,-59.0518684884002
380800,2022-05-13 16:34:32,-34.4373484902243,-59.0518681404838
380900,2022-05-13 16:34:32,-34.4373495945722,-59.0518677384904
381000,2022-05-13 16:34:32,-34.4373509342027,-59.0518672571371
381100,2022-05-13 16:34:33,-34.4373523729013,-59.0518667336524
381200,2022-05-13 16:34:33,-34.4373540516458,-59.0518660792239
381300,2022-05-13 16:34:33,-34.4373557401223,-59.0518654923967
381400,2022-05-13 16:34:33,-34.4373576319781,-59.0518648184397
381500,2022-05-13 16:34:33,-34.4373594967966,-59.0518641238326
381600,2022-05-13 16:34:33,-34.4373615816829,-59.0518632843624
381700,2022-05-13 16:34:33,-34.4373636593728,-59.0518623992291
381800,2022-05-13 16:34:33,-34.4373659435947,-59.0518614109695
381900,2022-05-13 16:34:33,-34.4373682122934,-59.0518604545369
382000,2022-05-13 16:34:33,-34.4373707345736,-59.0518594637427
