time(millisecond),datetime(utc),latitude,longitude
202500,2022-05-13 16:31:34,-34.4382227079787,-59.0504778025305
202700,2022-05-13 16:31:34,-34.4382227231936,-59.0504777892346
202800,2022-05-13 16:31:34,-34.4382227499225,-59.0504777993727
202900,2022-05-13 16:31:34,-34.438222770723,-59.0504778041925
203000,2022-05-13 16:31:34,-34.4382227766171,-59.0504778003699
203100,2022-05-13 16:31:35,-34.4382227744582,-59.0504777922261
203200,2022-05-13 16:31:35,-34.4382227621561,-59.0504777805922
203300,2022-05-13 16:31:35,-34.4382227415954,-59.0504777648033
203400,2022-05-13 16:31:35,-34.4382226916673,-59.0504777367157
203500,2022-05-13 16:31:35,-34.4382226699758,-59.0504777142789
203600,2022-05-13 16:31:35,-34.4382226523621,-59.0504776930055
203700,2022-05-13 16:31:35,-34.438222628923,-59.0504776730616
203800,2022-05-13 16:31:35,-34.4382226319385,-59.0504776582699
203900,2022-05-13 16:31:35,-34.4382226315616,-59.0504776453064
204000,2022-05-13 16:31:35,-34.438222624708,-59.0504776376613
204100,2022-05-13 16:31:35,-34.4382225638827,-59.0504776519544
204200,2022-05-13 16:31:36,-34.4382225391756,-59.0504776506248
204300,2022-05-13 16:31:36,-34.4382225232068,-59.0504776348359
204400,2022-05-13 16:31:36,-34.4382224892132,-59.0504776117342
204500,2022-05-13 16:31:36,-34.4382224592632,-59.0504775899622
204600,2022-05-13 16:31:36,-34.4382224236589,-59.0504775730099
204700,2022-05-13 16:31:36,-34.4382224210203,-59.0504775542295
204800,2022-05-13 16:31:36,-34.4382223899737,-59.0504775382744
204900,2022-05-13 16:31:36,-34.4382223885002,-59.0504775474153
205000,2022-05-13 16:31:36,-34.438222388089,-59.0504775592154
205100,2022-05-13 16:31:37,-34.4382223634504,-59.0504775941172
205200,2022-05-13 16:31:37,-34.4382223614972,-59.050477614892
205300,2022-05-13 16:31:37,-34.4382223657806,-59.0504776373289
205400,2022-05-13 16:31:37,-34.4382223744847,-59.0504776614277
205500,2022-05-13 16:31:37,-34.4382223706124,-59.0504776878533
205600,2022-05-13 16:31:37,-34.4382223779114,-59.0504776964956
205700,2022-05-13 16:31:37,-34.4382223801731,-59.0504777081296
205800,2022-05-13 16:31:37,-34.4382223749644,-59.0504777215917
205900,2022-05-13 16:31:37,-34.4382223723943,-59.0504777162733
206000,2022-05-13 16:31:37,-34.4382223753071,-59.050477705969
206100,2022-05-13 16:31:38,-34.4382223714691,-59.0504776964956
206200,2022-05-13 16:31:38,-34.4382223323696,-59.0504776810391
206300,2022-05-13 16:31:38,-34.4382223170861,-59.0504776215399
206400,2022-05-13 16:31:38,-34.438222312597,-59.0504775075275
206500,2022-05-13 16:31:38,-34.4382222696252,-59.0504773428245
206600,2022-05-13 16:31:38,-34.4382222824414,-59.0504770830557
206700,2022-05-13 16:31:38,-34.4382223352481,-59.0504766853419
206800,2022-05-13 16:31:38,-34.4382224149549,-59.0504761958864
206900,2022-05-13 16:31:38,-34.438222488802,-59.0504755241108
207000,2022-05-13 16:31:38,-34.4382226380725,-59.0504747464665
207100,2022-05-13 16:31:39,-34.4382228137634,-59.0504739256106
207200,2022-05-13 16:31:39,-34.4382230095352,-59.0504729761168
207300,2022-05-13 16:31:39,-34.4382232291917,-59.0504720048509
207400,2022-05-13 16:31:39,-34.4382234761254,-59.0504709202375
207500,2022-05-13 16:31:39,-34.4382237129158,-59.0504698559003
207600,2022-05-13 16:31:39,-34.4382239125599,-59.0504688545526
207700,2022-05-13 16:31:39,-34.4382241229641,-59.0504678286074
207800,2022-05-13 16:31:39,-34.43822427268,-59.0504670163939
207900,2022-05-13 16:31:39,-34.4382243751064,-59.0504663381367
208000,2022-05-13 16:31:39,-34.4382244364114,-59.050465822588
208100,2022-05-13 16:31:39,-34.4382244542307,-59.0504655162837
208200,2022-05-13 16:31:40,-34.4382244645453,-59.0504652261006
208300,2022-05-13 16:31:40,-34.4382244740717,-59.0504650343071
208400,2022-05-13 16:31:40,-34.4382245406883,-59.0504645501699
208500,2022-05-13 16:31:40,-34.438224632012,-59.0504639340709
208600,2022-05-13 16:31:40,-34.4382247401611,-59.0504631524379
208700,2022-05-13 16:31:40,-34.4382249031044,-59.0504621625577
208800,2022-05-13 16:31:40,-34.4382250920227,-59.0504611007135
208900,2022-05-13 16:31:40,-34.4382253360778,-59.050459851397
209000,2022-05-13 16:31:40,-34.438225606245,-59.0504583217032
209100,2022-05-13 16:31:40,-34.4382258880976,-59.0504569710054
209200,2022-05-13 16:31:41,-34.4382262147723,-59.0504554215339
209300,2022-05-13 16:31:41,-34.4382265083102,-59.0504538949978
209400,2022-05-13 16:31:41,-34.4382268951592,-59.0504520864224
209500,2022-05-13 16:31:41,-34.438227296058,-59.0504502474326
209600,2022-05-13 16:31:41,-34.4382277272495,-59.0504482831288
209700,2022-05-13 16:31:41,-34.4382282319797,-59.0504459488666
209800,2022-05-13 16:31:41,-34.4382287496631,-59.0504436136071
209900,2022-05-13 16:31:41,-34.4382293182684,-59.0504410426777
210000,2022-05-13 16:31:41,-34.4382299173035,-59.0504383097045
210100,2022-05-13 16:31:42,-34.4382304778559,-59.0504357642036
210200,2022-05-13 16:31:42,-34.4382310951901,-59.0504329755538
210300,2022-05-13 16:31:42,-34.4382317244836,-59.0504301847434
210400,2022-05-13 16:31:42,-34.4382323799235,-59.0504273076758
210500,2022-05-13 16:31:42,-34.4382330858399,-59.0504242594235
210600,2022-05-13 16:31:42,-34.4382338620737,-59.0504209346163
210700,2022-05-13 16:31:42,-34.4382346153481,-59.0504176737957
210800,2022-05-13 16:31:42,-34.4382354188933,-59.050414269047
210900,2022-05-13 16:31:42,-34.4382363418961,-59.0504103899668
211000,2022-05-13 16:31:42,-34.4382372942663,-59.0504064119984
211100,2022-05-13 16:31:43,-34.4382381763876,-59.0504027233821
211200,2022-05-13 16:31:43,-34.4382391198482,-59.0503988398145
211300,2022-05-13 16:31:43,-34.4382400421313,-59.0503950543043
211400,2022-05-13 16:31:43,-34.4382409674986,-59.0503912422023
211500,2022-05-13 16:31:43,-34.4382420372702,-59.0503868997599
211600,2022-05-13 16:31:43,-34.4382430145874,-59.0503829158085
211700,2022-05-13 16:31:43,-34.4382439307708,-59.0503791836483
211800,2022-05-13 16:31:43,-34.4382447449048,-59.050375902718
211900,2022-05-13 16:31:43,-34.4382453917435,-59.0503733450847
212000,2022-05-13 16:31:43,-34.4382459198786,-59.0503712185712
212100,2022-05-13 16:31:43,-34.4382462391858,-59.0503702692438
212200,2022-05-13 16:31:44,-34.4382465465678,-59.0503690912267
212300,2022-05-13 16:31:44,-34.438246813925,-59.0503680124303
212400,2022-05-13 16:31:44,-34.4382470665471,-59.0503669550735
212500,2022-05-13 16:31:44,-34.4382472529638,-59.0503660808678
212600,2022-05-13 16:31:44,-34.4382474505519,-59.0503650983005
212700,2022-05-13 16:31:44,-34.4382476283331,-59.0503641895255
212800,2022-05-13 16:31:44,-34.4382477983013,-59.0503632493389
212900,2022-05-13 16:31:44,-34.438247962444,-59.0503623751332
213000,2022-05-13 16:31:44,-34.4382481089045,-59.0503615745536
213100,2022-05-13 16:31:44,-34.4382482040319,-59.0503609807253
213200,2022-05-13 16:31:45,-34.4382482944988,-59.0503602584253
213300,2022-05-13 16:31:45,-34.4382483676263,-59.0503597663107
213400,2022-05-13 16:31:45,-34.4382484410279,-59.0503592946385
213500,2022-05-13 16:31:45,-34.4382484909903,-59.0503588763161
213600,2022-05-13 16:31:45,-34.4382485504792,-59.0503584905687
213700,2022-05-13 16:31:45,-34.4382486096254,-59.0503581184496
213800,2022-05-13 16:31:45,-34.4382486582171,-59.0503578063283
213900,2022-05-13 16:31:45,-34.4382486978307,-59.0503575608526
214000,2022-05-13 16:31:45,-34.4382487243539,-59.0503573612479
214100,2022-05-13 16:31:46,-34.4382487377183,-59.0503572459059
214200,2022-05-13 16:31:46,-34.4382487400486,-59.0503572213085
214300,2022-05-13 16:31:46,-34.4382487371701,-59.0503571674601
214400,2022-05-13 16:31:46,-34.4382487333321,-59.050357131395
214500,2022-05-13 16:31:46,-34.4382487036562,-59.0503570958285
214600,2022-05-13 16:31:46,-34.4382486227842,-59.0503571247471
214700,2022-05-13 16:31:46,-34.4382485912578,-59.0503571179329
214800,2022-05-13 16:31:46,-34.4382485577439,-59.0503571219217
214900,2022-05-13 16:31:46,-34.4382485171709,-59.0503571737757
215000,2022-05-13 16:31:46,-34.438248484685,-59.0503572016971
215100,2022-05-13 16:31:47,-34.4382484582303,-59.0503572452412
215200,2022-05-13 16:31:47,-34.4382484323924,-59.0503573007516
215300,2022-05-13 16:31:47,-34.4382484176572,-59.0503574034625
215400,2022-05-13 16:31:47,-34.4382483941496,-59.0503574646236
215500,2022-05-13 16:31:47,-34.438248370916,-59.0503575257848
215600,2022-05-13 16:31:47,-34.4382483511092,-59.0503576123744
215700,2022-05-13 16:31:47,-34.4382483246545,-59.0503576846709
215800,2022-05-13 16:31:47,-34.4382482970346,-59.050357753311
215900,2022-05-13 16:31:47,-34.4382482657824,-59.0503578246103
216000,2022-05-13 16:31:47,-34.4382482327483,-59.0503579392874
216100,2022-05-13 16:31:47,-34.4382482036892,-59.0503580150741
216200,2022-05-13 16:31:48,-34.4382481757267,-59.0503581033257
216300,2022-05-13 16:31:48,-34.4382481450913,-59.0503582224902
216400,2022-05-13 16:31:48,-34.4382481276147,-59.0503583011022
216500,2022-05-13 16:31:48,-34.4382481205556,-59.0503583687451
216600,2022-05-13 16:31:48,-34.4382481147986,-59.0503584264161
216700,2022-05-13 16:31:48,-34.4382481083562,-59.0503585141691
216800,2022-05-13 16:31:48,-34.438248100269,-59.0503585681837
216900,2022-05-13 16:31:48,-34.4382480946491,-59.050358611063
217000,2022-05-13 16:31:48,-34.4382480870417,-59.0503586642466
217100,2022-05-13 16:31:49,-34.4382480731975,-59.0503587101175
217200,2022-05-13 16:31:49,-34.4382480570916,-59.0503587594785
217300,2022-05-13 16:31:49,-34.4382480380388,-59.0503588101692
217400,2022-05-13 16:31:49,-34.438247998151,-59.050358895263
217500,2022-05-13 16:31:49,-34.4382479812913,-59.0503589359817
217600,2022-05-13 16:31:49,-34.4382479621699,-59.0503589653988
217700,2022-05-13 16:31:49,-34.438247909466,-59.0503590258952
217800,2022-05-13 16:31:49,-34.4382478725939,-59.0503590571406
217900,2022-05-13 16:31:49,-34.4382478412046,-59.0503590765858
218000,2022-05-13 16:31:49,-34.4382478121455,-59.0503590938705
218100,2022-05-13 16:31:50,-34.438247747585,-59.0503591563613
218200,2022-05-13 16:31:50,-34.4382477171552,-59.0503591930912
218300,2022-05-13 16:31:50,-34.4382476963204,-59.0503592326465
218400,2022-05-13 16:31:50,-34.4382476718532,-59.050359306605
218500,2022-05-13 16:31:50,-34.4382476728813,-59.0503593288756
218600,2022-05-13 16:31:50,-34.4382476764451,-59.0503593469913
218700,2022-05-13 16:31:50,-34.4382476947441,-59.0503593797325
218800,2022-05-13 16:31:50,-34.4382477183203,-59.050359470477
218900,2022-05-13 16:31:50,-34.438247739772,-59.0503594904209
219000,2022-05-13 16:31:50,-34.4382477612921,-59.0503595035506
219100,2022-05-13 16:31:51,-34.4382477800709,-59.0503595470947
219200,2022-05-13 16:31:51,-34.4382477914478,-59.0503595510834
219300,2022-05-13 16:31:51,-34.4382477943263,-59.0503595502524
219400,2022-05-13 16:31:51,-34.4382477915163,-59.0503595424411
219500,2022-05-13 16:31:51,-34.4382478025505,-59.0503595527454
219600,2022-05-13 16:31:51,-34.4382478114602,-59.0503595321368
219700,2022-05-13 16:31:51,-34.4382478091985,-59.0503595078717
219800,2022-05-13 16:31:51,-34.43824780632,-59.0503594982322
219900,2022-05-13 16:31:51,-34.4382478102951,-59.050359466322
220000,2022-05-13 16:31:51,-34.4382478186564,-59.0503594294259
220100,2022-05-13 16:31:51,-34.4382478341454,-59.05035940782
220200,2022-05-13 16:31:52,-34.4382478438775,-59.0503594294259
220300,2022-05-13 16:31:52,-34.4382478618338,-59.0503594141356
220400,2022-05-13 16:31:52,-34.4382478837652,-59.0503593998425
220500,2022-05-13 16:31:52,-34.4382478888368,-59.0503594028341
220600,2022-05-13 16:31:52,-34.4382479068617,-59.0503593820592
220700,2022-05-13 16:31:52,-34.4382479240641,-59.0503593385152
220800,2022-05-13 16:31:52,-34.4382479372915,-59.0503592986274
220900,2022-05-13 16:31:52,-34.4382479339332,-59.050359270706
221000,2022-05-13 16:31:52,-34.4382479368117,-59.0503592570777
221100,2022-05-13 16:31:53,-34.4382479474347,-59.0503592688779
221200,2022-05-13 16:31:53,-34.4382479604565,-59.0503593077684
221300,2022-05-13 16:31:53,-34.4382479660764,-59.0503593110923
221400,2022-05-13 16:31:53,-34.4382479694346,-59.0503593076022
221500,2022-05-13 16:31:53,-34.4382479651854,-59.050359304112
221600,2022-05-13 16:31:53,-34.4382479581263,-59.0503593456617
221700,2022-05-13 16:31:53,-34.4382479407868,-59.0503593428363
221800,2022-05-13 16:31:53,-34.4382479206373,-59.0503593423377
221900,2022-05-13 16:31:53,-34.4382478828742,-59.0503593687633
222000,2022-05-13 16:31:53,-34.4382478619709,-59.0503593720873
222100,2022-05-13 16:31:54,-34.4382478555971,-59.0503593762423
222200,2022-05-13 16:31:54,-34.4382478534039,-59.0503593727521
222300,2022-05-13 16:31:54,-34.4382478662886,-59.0503593867128
222400,2022-05-13 16:31:54,-34.4382478695098,-59.0503593739155
222500,2022-05-13 16:31:54,-34.4382478732792,-59.0503593631126
222600,2022-05-13 16:31:54,-34.4382478880829,-59.0503593694281
222700,2022-05-13 16:31:54,-34.4382478826001,-59.0503593764085
222800,2022-05-13 16:31:54,-34.4382478808867,-59.050359388541
222900,2022-05-13 16:31:54,-34.4382479012418,-59.0503594261019
223000,2022-05-13 16:31:54,-34.4382479163196,-59.0503594709756
223100,2022-05-13 16:31:55,-34.4382479581263,-59.0503595012238
223200,2022-05-13 16:31:55,-34.4382480091853,-59.0503595284804
223300,2022-05-13 16:31:55,-34.4382480764872,-59.0503595708611
223400,2022-05-13 16:31:55,-34.4382481090416,-59.050359585819
223500,2022-05-13 16:31:55,-34.4382481268608,-59.0503595981177
223600,2022-05-13 16:31:55,-34.438248136867,-59.0503596095854
223700,2022-05-13 16:31:55,-34.4382481452969,-59.0503596491407
223800,2022-05-13 16:31:55,-34.438248159895,-59.0503596634338
223900,2022-05-13 16:31:55,-34.4382481740133,-59.0503596734058
224000,2022-05-13 16:31:55,-34.4382481869665,-59.0503596876989
224100,2022-05-13 16:31:55,-34.4382482019758,-59.0503596988342
224200,2022-05-13 16:31:56,-34.4382482189041,-59.0503597126287
224300,2022-05-13 16:31:56,-34.4382482352156,-59.0503597235978
224400,2022-05-13 16:31:56,-34.4382482660566,-59.0503597390543
224500,2022-05-13 16:31:56,-34.4382482682497,-59.0503597373923
224600,2022-05-13 16:31:56,-34.4382482620815,-59.0503597267555
224700,2022-05-13 16:31:56,-34.4382482636578,-59.0503597079751
224800,2022-05-13 16:31:56,-34.4382482563931,-59.0503596883636
224900,2022-05-13 16:31:56,-34.4382482442623,-59.0503596750677
225000,2022-05-13 16:31:56,-34.4382482291159,-59.0503596637662
225100,2022-05-13 16:31:57,-34.4382482182188,-59.0503596546253
225200,2022-05-13 16:31:57,-34.4382482001939,-59.0503596330194
225300,2022-05-13 16:31:57,-34.4382481862126,-59.0503596097516
225400,2022-05-13 16:31:57,-34.4382481812781,-59.0503595901401
225500,2022-05-13 16:31:57,-34.4382481744931,-59.0503595642131
225600,2022-05-13 16:31:57,-34.4382481739448,-59.0503595404467
225700,2022-05-13 16:31:57,-34.4382481591411,-59.0503595188408
225800,2022-05-13 16:31:57,-34.4382481494776,-59.0503595082041
225900,2022-05-13 16:31:57,-34.438248146462,-59.0503594832743
226000,2022-05-13 16:31:57,-34.4382481450228,-59.0503594571811
226100,2022-05-13 16:31:58,-34.438248163733,-59.0503594344118
226200,2022-05-13 16:31:58,-34.4382481819634,-59.050359413637
226300,2022-05-13 16:31:58,-34.4382481925179,-59.0503594033327
226400,2022-05-13 16:31:58,-34.4382481999883,-59.0503593963523
226500,2022-05-13 16:31:58,-34.4382481972469,-59.0503593870452
226600,2022-05-13 16:31:58,-34.4382481927921,-59.0503593657717
226700,2022-05-13 16:31:58,-34.4382481953964,-59.0503593380165
226800,2022-05-13 16:31:58,-34.4382482045116,-59.0503593175741
226900,2022-05-13 16:31:58,-34.43824821301,-59.0503592904837
227000,2022-05-13 16:31:58,-34.4382482280193,-59.0503592718694
227100,2022-05-13 16:31:59,-34.4382482620815,-59.0503592645567
227200,2022-05-13 16:31:59,-34.4382483354146,-59.0503592519256
227300,2022-05-13 16:31:59,-34.4382483885296,-59.050359248934
227400,2022-05-13 16:31:59,-34.4382484437693,-59.050359248103
227500,2022-05-13 16:31:59,-34.4382485449963,-59.0503592535876
227600,2022-05-13 16:31:59,-34.4382486104478,-59.0503592609003
227700,2022-05-13 16:31:59,-34.4382486643168,-59.0503592720356
227800,2022-05-13 16:31:59,-34.4382487132511,-59.0503592796808
227900,2022-05-13 16:31:59,-34.4382487697245,-59.0503592971317
228000,2022-05-13 16:31:59,-34.4382487990577,-59.0503592959682
228100,2022-05-13 16:32:00,-34.438248817014,-59.0503592760244
228200,2022-05-13 16:32:00,-34.4382488336681,-59.050359242286
228300,2022-05-13 16:32:00,-34.4382488371635,-59.0503592233394
228400,2022-05-13 16:32:00,-34.4382488314065,-59.0503592073843
228500,2022-05-13 16:32:00,-34.4382488207149,-59.0503591982433
228600,2022-05-13 16:32:00,-34.4382488094065,-59.0503591995729
228700,2022-05-13 16:32:00,-34.4382488000857,-59.0503591791305
228800,2022-05-13 16:32:00,-34.4382487963848,-59.0503591527049
228900,2022-05-13 16:32:00,-34.4382488085841,-59.0503591161411
229000,2022-05-13 16:32:00,-34.4382488003599,-59.0503590807408
229100,2022-05-13 16:32:00,-34.438248782335,-59.050359051656
229200,2022-05-13 16:32:01,-34.4382487567027,-59.0503590267262
229300,2022-05-13 16:32:01,-34.438248746628,-59.0503589855089
229400,2022-05-13 16:32:01,-34.4382487273695,-59.0503589555931
229500,2022-05-13 16:32:01,-34.4382487126343,-59.0503589226857
229600,2022-05-13 16:32:01,-34.4382487039303,-59.0503588743219
229700,2022-05-13 16:32:01,-34.4382486780924,-59.0503588628542
229800,2022-05-13 16:32:01,-34.4382486477997,-59.050358854378
229900,2022-05-13 16:32:01,-34.43824860894,-59.0503588370933
230000,2022-05-13 16:32:01,-34.4382485678187,-59.0503588031888
230100,2022-05-13 16:32:02,-34.4382485332082,-59.0503587667912
230200,2022-05-13 16:32:02,-34.4382484988034,-59.050358723081
230300,2022-05-13 16:32:02,-34.4382484686477,-59.0503586689001
230400,2022-05-13 16:32:02,-34.4382484408908,-59.0503586315054
230500,2022-05-13 16:32:02,-34.4382484102554,-59.050358606077
230600,2022-05-13 16:32:02,-34.4382483715328,-59.0503585866317
230700,2022-05-13 16:32:02,-34.4382482992963,-59.0503585841388
230800,2022-05-13 16:32:02,-34.4382482538572,-59.0503585675189
230900,2022-05-13 16:32:02,-34.4382482258947,-59.0503585449158
231000,2022-05-13 16:32:02,-34.4382482104742,-59.0503585331157
231100,2022-05-13 16:32:03,-34.4382482166424,-59.0503585527272
231200,2022-05-13 16:32:03,-34.4382482363807,-59.0503585951079
231300,2022-05-13 16:32:03,-34.4382482701687,-59.0503586494549
231400,2022-05-13 16:32:03,-34.4382483060128,-59.0503587131091
231500,2022-05-13 16:32:03,-34.4382483350034,-59.0503587694505
231600,2022-05-13 16:32:03,-34.4382483535765,-59.0503588186453
231700,2022-05-13 16:32:03,-34.4382483605671,-59.0503588580344
231800,2022-05-13 16:32:03,-34.4382483653646,-59.0503588995841
231900,2022-05-13 16:32:03,-34.4382483692711,-59.0503589353169
232000,2022-05-13 16:32:03,-34.4382483784549,-59.0503589649003
232100,2022-05-13 16:32:04,-34.4382483742742,-59.0503589891653
232200,2022-05-13 16:32:04,-34.4382483851714,-59.0503590145937
232300,2022-05-13 16:32:04,-34.4382483973707,-59.0503590390249
232400,2022-05-13 16:32:04,-34.4382484082679,-59.0503590682759
232500,2022-05-13 16:32:04,-34.4382484135451,-59.0503590882198
232600,2022-05-13 16:32:04,-34.4382484148473,-59.0503591036763
232700,2022-05-13 16:32:04,-34.4382484185482,-59.0503591181355
232800,2022-05-13 16:32:04,-34.4382484154641,-59.0503591334258
232900,2022-05-13 16:32:04,-34.4382484137507,-59.0503591467217
233000,2022-05-13 16:32:04,-34.4382484112149,-59.0503591555303
233100,2022-05-13 16:32:04,-34.4382484025794,-59.0503591497133
233200,2022-05-13 16:32:05,-34.438248393053,-59.0503591546993
233300,2022-05-13 16:32:05,-34.4382483905172,-59.0503591673304
233400,2022-05-13 16:32:05,-34.4382483931215,-59.0503591817897
233500,2022-05-13 16:32:05,-34.4382484083364,-59.0503591834517
233600,2022-05-13 16:32:05,-34.4382484215638,-59.050359189601
233700,2022-05-13 16:32:05,-34.4382484376011,-59.050359198742
233800,2022-05-13 16:32:05,-34.4382484591898,-59.0503591997392
233900,2022-05-13 16:32:05,-34.4382484731025,-59.050359219683
234000,2022-05-13 16:32:05,-34.4382484902364,-59.0503592492664
234100,2022-05-13 16:32:06,-34.4382485055198,-59.0503592800132
234200,2022-05-13 16:32:06,-34.4382484973641,-59.0503592971317
234300,2022-05-13 16:32:06,-34.4382485001055,-59.0503592971316
234400,2022-05-13 16:32:06,-34.4382484980495,-59.0503592741962
234500,2022-05-13 16:32:06,-34.4382484517194,-59.0503592441142
234600,2022-05-13 16:32:06,-34.4382484265669,-59.050359213866
234700,2022-05-13 16:32:06,-34.4382484136136,-59.0503591969138
234800,2022-05-13 16:32:06,-34.43824841238,-59.0503591965814
234900,2022-05-13 16:32:06,-34.4382484005234,-59.0503592108745
235000,2022-05-13 16:32:06,-34.4382484225918,-59.0503592303197
235100,2022-05-13 16:32:07,-34.4382484452771,-59.0503592356381
235200,2022-05-13 16:32:07,-34.4382484574079,-59.0503592314831
235300,2022-05-13 16:32:07,-34.4382484688533,-59.0503592175224
235400,2022-05-13 16:32:07,-34.4382484794078,-59.0503591927588
235500,2022-05-13 16:32:07,-34.4382484801617,-59.050359166167
235600,2022-05-13 16:32:07,-34.4382484691275,-59.0503591304342
235700,2022-05-13 16:32:07,-34.4382484719374,-59.0503590947015
235800,2022-05-13 16:32:07,-34.4382484741991,-59.050359055811
235900,2022-05-13 16:32:07,-34.4382484715947,-59.0503590084443
236000,2022-05-13 16:32:07,-34.4382484743362,-59.0503589552607
236100,2022-05-13 16:32:07,-34.4382484677568,-59.0503589049024
236200,2022-05-13 16:32:08,-34.4382484545294,-59.0503588563724
236300,2022-05-13 16:32:08,-34.4382484212211,-59.0503588116649
236400,2022-05-13 16:32:08,-34.4382484058006,-59.050358771611
236500,2022-05-13 16:32:08,-34.4382483912025,-59.0503587416952
236600,2022-05-13 16:32:08,-34.4382483731777,-59.0503587234134
236700,2022-05-13 16:32:08,-34.438248353508,-59.0503587047991
236800,2022-05-13 16:32:08,-34.438248338156,-59.0503586891764
236900,2022-05-13 16:32:08,-34.4382483293149,-59.0503586627508
237000,2022-05-13 16:32:08,-34.438248300667,-59.0503586401478
237100,2022-05-13 16:32:08,-34.4382482914833,-59.0503586004263
237200,2022-05-13 16:32:09,-34.4382482799693,-59.050358554223
237300,2022-05-13 16:32:09,-34.4382482452903,-59.050358517493
237400,2022-05-13 16:32:09,-34.438248231172,-59.0503584789349
237500,2022-05-13 16:32:09,-34.4382482193153,-59.0503584433684
237600,2022-05-13 16:32:09,-34.4382482095833,-59.0503584124554
237700,2022-05-13 16:32:09,-34.438248187789,-59.0503583767226
237800,2022-05-13 16:32:09,-34.4382481834027,-59.050358351959
237900,2022-05-13 16:32:09,-34.4382481788793,-59.0503583250348
238000,2022-05-13 16:32:09,-34.4382481682563,-59.0503583012684
238100,2022-05-13 16:32:09,-34.4382481516022,-59.0503582884711
238200,2022-05-13 16:32:10,-34.4382481320695,-59.0503582816569
238300,2022-05-13 16:32:10,-34.4382481161008,-59.050358270023
238400,2022-05-13 16:32:10,-34.4382480787489,-59.0503582357861
238500,2022-05-13 16:32:10,-34.438248070319,-59.0503582316311
238600,2022-05-13 16:32:10,-34.4382480625745,-59.0503582246508
238700,2022-05-13 16:32:10,-34.4382480389297,-59.0503581962308
238800,2022-05-13 16:32:10,-34.4382480276213,-59.0503581827687
238900,2022-05-13 16:32:10,-34.4382480256338,-59.0503581804419
239000,2022-05-13 16:32:10,-34.438248027964,-59.0503581826025
239100,2022-05-13 16:32:11,-34.438248006718,-59.0503581829349
239200,2022-05-13 16:32:11,-34.4382480007554,-59.050358198059
239300,2022-05-13 16:32:11,-34.4382479995903,-59.0503582076985
239400,2022-05-13 16:32:11,-34.4382479945872,-59.0503582110225
239500,2022-05-13 16:32:11,-34.4382479969859,-59.0503582216592
239600,2022-05-13 16:32:11,-34.438248001989,-59.0503582309663
239700,2022-05-13 16:32:11,-34.4382480036339,-59.0503582308001
239800,2022-05-13 16:32:11,-34.4382479813598,-59.050358225648
239900,2022-05-13 16:32:11,-34.438247973067,-59.0503582321297
240000,2022-05-13 16:32:11,-34.4382479647742,-59.0503582430988
240100,2022-05-13 16:32:12,-34.4382479379768,-59.0503582387777
240200,2022-05-13 16:32:12,-34.4382479313289,-59.050358244096
240300,2022-05-13 16:32:12,-34.4382479262572,-59.0503582426002
240400,2022-05-13 16:32:12,-34.438247919952,-59.0503582409382
240500,2022-05-13 16:32:12,-34.4382479218024,-59.0503582479186
240600,2022-05-13 16:32:12,-34.4382479245438,-59.0503582637075
240700,2022-05-13 16:32:12,-34.4382479192666,-59.050358277502
240800,2022-05-13 16:32:12,-34.4382479052854,-59.0503582944543
240900,2022-05-13 16:32:12,-34.4382479081638,-59.0503583107417
241000,2022-05-13 16:32:12,-34.4382479118648,-59.0503583296884
241100,2022-05-13 16:32:13,-34.4382479085065,-59.0503583464745
241200,2022-05-13 16:32:13,-34.4382479010361,-59.0503583597704
241300,2022-05-13 16:32:13,-34.4382478936343,-59.0503583833706
241400,2022-05-13 16:32:13,-34.438247887192,-59.0503584081343
241500,2022-05-13 16:32:13,-34.4382478716344,-59.0503584078018
241600,2022-05-13 16:32:13,-34.4382478673852,-59.0503584094638
241700,2022-05-13 16:32:13,-34.4382478620394,-59.050358412123
241800,2022-05-13 16:32:13,-34.4382478549117,-59.050358416278
241900,2022-05-13 16:32:13,-34.4382478494974,-59.0503584451966
242000,2022-05-13 16:32:13,-34.4382478499772,-59.050358467301
242100,2022-05-13 16:32:13,-34.4382478373666,-59.0503584870787
242200,2022-05-13 16:32:14,-34.4382478096097,-59.0503585173269
242300,2022-05-13 16:32:14,-34.4382478028247,-59.0503585475751
242400,2022-05-13 16:32:14,-34.4382478002203,-59.0503585733359
242500,2022-05-13 16:32:14,-34.4382478001518,-59.0503585976009
242600,2022-05-13 16:32:14,-34.4382477753419,-59.0503586238603
242700,2022-05-13 16:32:14,-34.4382477675974,-59.0503586401478
242800,2022-05-13 16:32:14,-34.4382477608809,-59.0503586602578
242900,2022-05-13 16:32:14,-34.4382477220898,-59.0503586821961
243000,2022-05-13 16:32:14,-34.4382477140026,-59.0503587059625
243100,2022-05-13 16:32:15,-34.4382477138655,-59.0503587277345
243200,2022-05-13 16:32:15,-34.4382477127689,-59.050358749008
243300,2022-05-13 16:32:15,-34.438247692551,-59.0503587558221
243400,2022-05-13 16:32:15,-34.4382476905634,-59.050358782414
243500,2022-05-13 16:32:15,-34.4382476883703,-59.0503588110002
243600,2022-05-13 16:32:15,-34.4382476725386,-59.0503588400849
243700,2022-05-13 16:32:15,-34.4382476729498,-59.05035885604
243800,2022-05-13 16:32:15,-34.4382476684264,-59.0503588636852
